Spectrum_id,Freq,Zreal,Zimag,Zmod,Zphz,file_name,Time (h),Current (A/cm²)
1,9946.646484,0.0336956541000052,-0.000354446775026,0.0336975182727678,-0.6026757996026758,G19-7030-SD-MEA-19-0p7 A cm2-before-SW-1.6-z data-220623 123120.DTA,,0.7
1,7820.4678145187345,0.033778676209574,-0.0005259786616642,0.0337827710530644,-0.8920989654268454,G19-7030-SD-MEA-19-0p7 A cm2-before-SW-1.6-z data-220623 123120.DTA,,0.7
1,6148.777574060149,0.0338811771169611,-0.0006905304351884,0.0338882132180616,-1.1675805316089989,G19-7030-SD-MEA-19-0p7 A cm2-before-SW-1.6-z data-220623 123120.DTA,,0.7
1,4834.425069185156,0.0340264116471779,-0.0008463580896731,0.0340369359901734,-1.424856372827968,G19-7030-SD-MEA-19-0p7 A cm2-before-SW-1.6-z data-220623 123120.DTA,,0.7
1,3801.026377692373,0.0341904968300082,-0.0009920153768557,0.0342048851480416,-1.6619341095754354,G19-7030-SD-MEA-19-0p7 A cm2-before-SW-1.6-z data-220623 123120.DTA,,0.7
1,2988.5252780116734,0.034377551881268,-0.0011345879708778,0.034396269611877,-1.8902891898980123,G19-7030-SD-MEA-19-0p7 A cm2-before-SW-1.6-z data-220623 123120.DTA,,0.7
1,2349.7030669745022,0.034577762126429,-0.0012545929084715,0.0346005149822642,-2.0779644252498093,G19-7030-SD-MEA-19-0p7 A cm2-before-SW-1.6-z data-220623 123120.DTA,,0.7
1,1847.4344331538275,0.0347971863048855,-0.0013701076827126,0.0348241492329553,-2.2548046643584505,G19-7030-SD-MEA-19-0p7 A cm2-before-SW-1.6-z data-220623 123120.DTA,,0.7
1,1452.529910171599,0.0350190350502411,-0.0014755781902427,0.0350501090846453,-2.412814062044398,G19-7030-SD-MEA-19-0p7 A cm2-before-SW-1.6-z data-220623 123120.DTA,,0.7
1,1142.039523611845,0.0352585484652697,-0.0015766170983389,0.0352937807744162,-2.560325768207651,G19-7030-SD-MEA-19-0p7 A cm2-before-SW-1.6-z data-220623 123120.DTA,,0.7
1,897.9190475585372,0.0354974420257674,-0.00168000622983,0.0355371750608428,-2.7096457869674926,G19-7030-SD-MEA-19-0p7 A cm2-before-SW-1.6-z data-220623 123120.DTA,,0.7
1,705.9813599257357,0.0357439088856049,-0.0017948550643548,0.0357889442024274,-2.8746524818670336,G19-7030-SD-MEA-19-0p7 A cm2-before-SW-1.6-z data-220623 123120.DTA,,0.7
1,555.0719543346125,0.0360044085874023,-0.0019222839669674,0.0360556876703006,-3.0561336916606603,G19-7030-SD-MEA-19-0p7 A cm2-before-SW-1.6-z data-220623 123120.DTA,,0.7
1,436.42069320535177,0.0362863079531911,-0.0020707490720299,0.0363453455973819,-3.266153137322432,G19-7030-SD-MEA-19-0p7 A cm2-before-SW-1.6-z data-220623 123120.DTA,,0.7
1,343.13212903389365,0.0365938833188051,-0.0022371390216281,0.0366622024345566,-3.498379645595172,G19-7030-SD-MEA-19-0p7 A cm2-before-SW-1.6-z data-220623 123120.DTA,,0.7
1,269.7847737479573,0.0369425749827207,-0.002426296839398,0.0370221658294976,-3.7576481923425855,G19-7030-SD-MEA-19-0p7 A cm2-before-SW-1.6-z data-220623 123120.DTA,,0.7
1,212.11602758145423,0.037350148371595,-0.0026297015546828,0.0374426082644741,-4.0273621698912185,G19-7030-SD-MEA-19-0p7 A cm2-before-SW-1.6-z data-220623 123120.DTA,,0.7
1,166.7744570305904,0.0378193021056667,-0.0028159447079236,0.0379239918304728,-4.258264109590116,G19-7030-SD-MEA-19-0p7 A cm2-before-SW-1.6-z data-220623 123120.DTA,,0.7
1,131.1250254635642,0.038354290698071,-0.0029673311689261,0.0384689052251064,-4.423952316737639,G19-7030-SD-MEA-19-0p7 A cm2-before-SW-1.6-z data-220623 123120.DTA,,0.7
1,103.09595731237556,0.038941437003636,-0.0030788631936677,0.0390629609025414,-4.520625727726384,G19-7030-SD-MEA-19-0p7 A cm2-before-SW-1.6-z data-220623 123120.DTA,,0.7
1,81.05833632122786,0.0396166742143154,-0.0030866126589247,0.0397367343085644,-4.455026505505664,G19-7030-SD-MEA-19-0p7 A cm2-before-SW-1.6-z data-220623 123120.DTA,,0.7
1,63.7314406738292,0.0402243125458214,-0.002954207750512,0.0403326500891909,-4.200451782639639,G19-7030-SD-MEA-19-0p7 A cm2-before-SW-1.6-z data-220623 123120.DTA,,0.7
1,50.1083135270088,0.040821261997493,-0.0027523118930502,0.0409139420225502,-3.857243490124779,G19-7030-SD-MEA-19-0p7 A cm2-before-SW-1.6-z data-220623 123120.DTA,,0.7
1,39.3972434637284,0.0413105975068704,-0.0024573322912913,0.0413836193241295,-3.404188449758973,G19-7030-SD-MEA-19-0p7 A cm2-before-SW-1.6-z data-220623 123120.DTA,,0.7
1,30.975753987483017,0.0416964232011261,-0.0021171246259922,0.041750136819529,-2.906681565069268,G19-7030-SD-MEA-19-0p7 A cm2-before-SW-1.6-z data-220623 123120.DTA,,0.7
1,24.35442814613268,0.0420017583673302,-0.0018235979058357,0.042041327467978,-2.486059843255002,G19-7030-SD-MEA-19-0p7 A cm2-before-SW-1.6-z data-220623 123120.DTA,,0.7
1,19.148465944196907,0.0422534562781325,-0.0015284101095116,0.0422810903940629,-2.0716242451863405,G19-7030-SD-MEA-19-0p7 A cm2-before-SW-1.6-z data-220623 123120.DTA,,0.7
1,15.055321595563411,0.0423998171979268,-0.0012757781279384,0.0424190064505209,-1.7234662663207228,G19-7030-SD-MEA-19-0p7 A cm2-before-SW-1.6-z data-220623 123120.DTA,,0.7
1,11.837121000000002,0.042515,-0.001056,0.042528112596258,-1.4228367690837325,G19-7030-SD-MEA-19-0p7 A cm2-before-SW-1.6-z data-220623 123120.DTA,,0.7
2,9946.646484,0.0168957694000034,-0.0001972771500311,0.0168969210772856,-0.6689624015060879,G19-7030-SD-MEA-IrO2-450-23-0p7 Acm2-13102022-z data-221013 143123.DTA,,0.7
2,7820.4678145187345,0.0169276390987999,-0.0004097504311223,0.0169325975820317,-1.3866308550663993,G19-7030-SD-MEA-IrO2-450-23-0p7 Acm2-13102022-z data-221013 143123.DTA,,0.7
2,6148.777574060149,0.0170026083398867,-0.0006173542339222,0.0170138125242324,-2.0794609426982653,G19-7030-SD-MEA-IrO2-450-23-0p7 Acm2-13102022-z data-221013 143123.DTA,,0.7
2,4834.425069185156,0.0170938041423029,-0.0008270459308054,0.0171137998418549,-2.769969595790892,G19-7030-SD-MEA-IrO2-450-23-0p7 Acm2-13102022-z data-221013 143123.DTA,,0.7
2,3801.026377692373,0.0172156430914607,-0.0010498866055869,0.0172476267624606,-3.489829804073427,G19-7030-SD-MEA-IrO2-450-23-0p7 Acm2-13102022-z data-221013 143123.DTA,,0.7
2,2988.5252780116734,0.0173565368434631,-0.0012917443629264,0.0174045389108027,-4.256338962617668,G19-7030-SD-MEA-IrO2-450-23-0p7 Acm2-13102022-z data-221013 143123.DTA,,0.7
2,2349.7030669745022,0.0175322536655311,-0.0015504738102809,0.0176006786127381,-5.0538338249375006,G19-7030-SD-MEA-IrO2-450-23-0p7 Acm2-13102022-z data-221013 143123.DTA,,0.7
2,1847.4344331538275,0.0177521623696191,-0.0018395025366502,0.0178472137427572,-5.915950784257024,G19-7030-SD-MEA-IrO2-450-23-0p7 Acm2-13102022-z data-221013 143123.DTA,,0.7
2,1452.529910171599,0.0180181449960938,-0.0021462606341424,0.0181455224176636,-6.792873084013098,G19-7030-SD-MEA-IrO2-450-23-0p7 Acm2-13102022-z data-221013 143123.DTA,,0.7
2,1142.039523611845,0.0183515679891061,-0.0024898667763574,0.0185197052952468,-7.726481323815319,G19-7030-SD-MEA-IrO2-450-23-0p7 Acm2-13102022-z data-221013 143123.DTA,,0.7
2,897.9190475585372,0.0187618825856925,-0.0028533059219697,0.0189776076691362,-8.647279152622998,G19-7030-SD-MEA-IrO2-450-23-0p7 Acm2-13102022-z data-221013 143123.DTA,,0.7
2,705.9813599257357,0.0192492121772381,-0.003220964260736,0.0195168332526891,-9.499278663172609,G19-7030-SD-MEA-IrO2-450-23-0p7 Acm2-13102022-z data-221013 143123.DTA,,0.7
2,555.0719543346125,0.0198484314102032,-0.0035838750516342,0.0201693924011425,-10.235167555819649,G19-7030-SD-MEA-IrO2-450-23-0p7 Acm2-13102022-z data-221013 143123.DTA,,0.7
2,436.42069320535177,0.0205571374333323,-0.003899370970168,0.0209236945450822,-10.740520804630044,G19-7030-SD-MEA-IrO2-450-23-0p7 Acm2-13102022-z data-221013 143123.DTA,,0.7
2,343.13212903389365,0.0213699404146453,-0.0041361230402016,0.0217665308933045,-10.954076962104256,G19-7030-SD-MEA-IrO2-450-23-0p7 Acm2-13102022-z data-221013 143123.DTA,,0.7
2,269.7847737479573,0.0222586936557571,-0.0042519855027012,0.0226611743732761,-10.814684434173872,G19-7030-SD-MEA-IrO2-450-23-0p7 Acm2-13102022-z data-221013 143123.DTA,,0.7
2,212.11602758145423,0.0231725572863419,-0.0042099054117745,0.0235518728504738,-10.296979434105433,G19-7030-SD-MEA-IrO2-450-23-0p7 Acm2-13102022-z data-221013 143123.DTA,,0.7
